站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區
臺中農改,20.6,30.5,11.2,271.1,530.4,2022,3,彰化縣
中改埔里分場,19.2,29.4,6.6,257.6,486.8,2022,3,南投縣
林試畢祿溪站,10.6,23.3,-3.5,216.3,477.7,2022,3,南投縣
臺大內茅埔,19.9,30.3,6.5,232.4,453.3,2022,3,南投縣
臺大和社,18.3,28.7,3.8,222.7,458.4,2022,3,南投縣
臺大溪頭,15.8,27.8,2.4,194.7,351.3,2022,3,南投縣
臺大竹山,21.3,30.7,9.9,245.2,471.8,2022,3,南投縣
茶改中部分場,18.7,28.5,6.3,256.3,491.7,2022,3,南投縣
茶改南部分場,19.8,29.4,7.8,251.7,461.2,2022,3,南投縣
萬大發電廠,17.6,28,3.4,225.7,510.7,2022,3,南投縣
蓮華池,18.45,30.75,9.4,226.3,427.8,2022,3,南投縣
南改斗南分場,21.4,31.7,8.1,269.7,530.9,2022,3,雲林縣
口湖工作站,20.9,29.8,12.2,277.2,546.6,2022,3,雲林縣
四湖植物園,20.6,29.5,11.7,261.2,516.6,2022,3,雲林縣
水試臺西試驗場,21,29.6,13.1,268.4,511.4,2022,3,雲林縣
臺大雲林校區,20.5,30.6,8.4,274.3,540,2022,3,雲林縣
麥寮合作社,20.7,30.4,12.3,271,515.6,2022,3,雲林縣
農試嘉義分所,21.1,32.8,7.9,269.3,522.9,2022,3,嘉義市
南改義竹分場,21.5,33,9.4,275.6,547,2022,3,嘉義縣
南改鹿草分場,21.1,32.1,9.9,277.2,560.9,2022,3,嘉義縣
農試溪口農場,21.7,31.4,9.6,274.9,545.8,2022,3,嘉義縣
七股研究中心,21.7,29.7,12.4,280.5,564.9,2022,3,臺南市
畜試所,22.1,33.9,9.1,275,553.1,2022,3,臺南市
臺南蘭花園區,21.6,34.2,8.9,269.1,533,2022,3,臺南市
臺南農改,21.9,33,8.6,278.8,558.5,2022,3,臺南市
林試六龜中心,22.5,33.8,10.3,275.3,597.7,2022,3,高雄市
林試扇平站,20.1,30.6,8.8,237,473.2,2022,3,高雄市
農試鳳山分所,23.6,32.9,10.9,279.2,566.7,2022,3,高雄市
高改旗南分場,23.1,33.5,9.4,280.7,557.7,2022,3,高雄市
恆春工作站,24.2,29.4,16.6,287.5,595.3,2022,3,屏東縣
東港工作站,24.1,32.8,12.2,287.9,583.4,2022,3,屏東縣
畜試南區分所,23.9,31,17.2,278.5,571.7,2022,3,屏東縣
高雄農改,24,35.1,10.5,294.2,720.5,2022,3,屏東縣
畜試東區分所,20,27.4,11.3,203.4,371.6,2022,3,宜蘭縣
花改蘭陽分場,20.5,28.6,11.9,205.2,359,2022,3,宜蘭縣
花蓮農改,21,29.4,12.3,206.6,331.3,2022,3,花蓮縣
東改班鳩分場,21,32.9,12.1,207.6,319.1,2022,3,臺東縣
東改賓朗果園,20.1,30.6,10.9,206.6,331.8,2022,3,臺東縣
林試太麻里1,21.7,35.2,14.6,223.8,387.8,2022,3,臺東縣
林試太麻里2,22.5,35.7,15.1,234.8,421.9,2022,3,臺東縣
茶改東部分場,21.1,31.5,11.2,221.1,382.2,2022,3,臺東縣
桃改樹林分場,21.5,34.5,12.4,230.6,419,2022,4,新北市
茶改北部分場,19.1,31.2,10.3,206.6,355.1,2022,4,新北市
桃園農改,21.3,30.2,12.2,264.5,499.5,2022,4,桃園市
茶改場,20.6,31.6,11,254.1,469,2022,4,桃園市
農工中心,21.2,31.7,11.5,245.4,446.7,2022,4,桃園市
桃改五峰分場,16.8,29,7.3,210.5,362.1,2022,4,新竹縣
桃改新埔分場,21,31.2,11.8,269.2,483.9,2022,4,新竹縣
畜試北區分所,21.2,33,10.1,271.5,550.7,2022,4,苗栗縣
苗改生物防治研究中心,20.4,32.9,9.9,267.7,529,2022,4,苗栗縣
苗栗農改,21.5,33.9,10.2,267.9,542.7,2022,4,苗栗縣
種苗繁殖,20.6,31.2,8.7,284.3,590.6,2022,4,台中市
農業試驗所,23.3,33.2,12.5,289.4,636.1,2022,4,台中市
臺中農改,23.1,34.1,12.9,285.7,606.2,2022,4,彰化縣
中改埔里分場,20.5,31.2,11.9,250.5,462.7,2022,4,南投縣
林試畢祿溪站,11.9,25.7,-0.6,245.1,587.1,2022,4,南投縣
臺大內茅埔,21.2,32.9,11.8,244.7,500.2,2022,4,南投縣
臺大和社,19.6,31.2,10.8,230.5,514,2022,4,南投縣
臺大溪頭,16.9,27.6,10.3,168.9,302.5,2022,4,南投縣
臺大竹山,22.9,33.6,12.9,257.3,485.9,2022,4,南投縣
茶改中部分場,19.6,29.5,11.5,258.2,467.3,2022,4,南投縣
茶改南部分場,21.1,32.3,11.7,255.8,491.1,2022,4,南投縣
萬大發電廠,19.1,29.5,9.8,241.1,580.2,2022,4,南投縣
蓮華池,20.4,30.7,11.9,246.6,478.2,2022,4,南投縣
南改斗南分場,23.2,35,12.4,287.3,585.4,2022,4,雲林縣
口湖工作站,23,30.2,13.1,288.7,632.3,2022,4,雲林縣
四湖植物園,*22.0,*30.4,13.1,277.3,562.1,2022,4,雲林縣
水試臺西試驗場,23.1,31.6,13.3,282.6,628.3,2022,4,雲林縣
臺大雲林校區,22.4,33,11.1,291.6,600.6,2022,4,雲林縣
麥寮合作社,22.8,31.7,13.3,296.6,633,2022,4,雲林縣
農試嘉義分所,22.7,34.8,11.6,282.4,543.4,2022,4,嘉義市
南改義竹分場,23.2,33.2,11.7,290.4,627,2022,4,嘉義縣
南改鹿草分場,22.8,32.9,11.7,291.8,635.8,2022,4,嘉義縣
農試溪口農場,23.3,33.2,12.4,287.7,604.5,2022,4,嘉義縣
七股研究中心,23.6,31.8,13.5,302.3,667,2022,4,臺南市
畜試所,23.9,35.4,12.6,287.3,594.1,2022,4,臺南市
臺南蘭花園區,23.3,34.7,11.8,289,602.1,2022,4,臺南市
臺南農改,23.7,35.1,12.4,289.4,597.5,2022,4,臺南市
林試六龜中心,23.8,36.1,14.2,271.6,603.9,2022,4,高雄市
林試扇平站,21,33.7,13.2,233.6,464.1,2022,4,高雄市
農試鳳山分所,25.2,34.6,14.4,296.4,624.4,2022,4,高雄市
高改旗南分場,24.5,35.3,14,290.3,588.3,2022,4,高雄市
恆春工作站,25.1,32.3,20.2,293.2,636.4,2022,4,屏東縣
東港工作站,25.3,31.8,15.9,295.5,645.4,2022,4,屏東縣
畜試南區分所,24.9,33.4,19.2,294.6,664.1,2022,4,屏東縣
高雄農改,25.4,36.5,15.2,293.1,749.7,2022,4,屏東縣
畜試東區分所,21,32.1,13.3,214.6,414.6,2022,4,宜蘭縣
花改蘭陽分場,21.4,32.3,13.8,213.8,379.9,2022,4,宜蘭縣
花蓮農改,22.2,32.7,14.6,211.2,365.8,2022,4,花蓮縣
東改班鳩分場,21.9,31,15.2,218.8,322.4,2022,4,臺東縣
東改賓朗果園,21.1,29.9,14.5,215.5,329.7,2022,4,臺東縣
林試太麻里1,22.7,32.6,16,232.1,415.5,2022,4,臺東縣
林試太麻里2,23.5,32,17.5,244.9,467.8,2022,4,臺東縣
茶改東部分場,22.3,32.3,14.6,246.6,430.4,2022,4,臺東縣
桃改樹林分場,22.9,34.8,14.3,223.9,334.2,2022,5,新北市
茶改北部分場,20.5,30.7,12.3,197.8,290.3,2022,5,新北市
桃園農改,22.5,30.6,14.4,236.3,383.9,2022,5,桃園市
茶改場,21.8,31.8,13.4,217.3,361.7,2022,5,桃園市
農工中心,22.1,32.4,13.7,216.4,341.9,2022,5,桃園市
桃改五峰分場,19,28.7,11.8,229.8,340.2,2022,5,新竹縣
桃改新埔分場,22.5,31.6,14.2,252,389.5,2022,5,新竹縣
畜試北區分所,22.6,32.2,14.2,252.5,403.8,2022,5,苗栗縣
苗改生物防治研究中心,22.1,32.5,13.2,253.9,418.2,2022,5,苗栗縣
苗栗農改,22.9,33.7,14,246.7,398.2,2022,5,苗栗縣
種苗繁殖,22.1,30.9,13.9,266.1,433.5,2022,5,台中市
農業試驗所,24.5,33.1,15.9,270.5,499,2022,5,台中市
臺中農改,24.2,33.2,15.5,261.5,452.2,2022,5,彰化縣
中改埔里分場,21.8,29.7,17.1,227.3,345.9,2022,5,南投縣
林試畢祿溪站,13.6,23.7,7.2,223,360.7,2022,5,南投縣
臺大內茅埔,22.1,32.2,15.6,212.6,327.7,2022,5,南投縣
臺大和社,20.6,29.1,14.9,225.9,364.8,2022,5,南投縣
臺大溪頭,18.9,28.3,14.5,178.8,247.7,2022,5,南投縣
臺大竹山,24.3,33.4,15.9,254.9,433.4,2022,5,南投縣
茶改中部分場,20.7,28.3,14.7,230.1,337.8,2022,5,南投縣
茶改南部分場,22.5,30.5,15.1,241.2,403.5,2022,5,南投縣
萬大發電廠,19.9,29,15.8,214.9,373.2,2022,5,南投縣
蓮華池,21.5,29.8,16.4,233.4,352.9,2022,5,南投縣
南改斗南分場,27.35,37.35,15.8,311.65,648.65,2022,5,雲林縣
口湖工作站,24.3,31,16.2,284.7,524.2,2022,5,雲林縣
四湖植物園,24.3,32.4,16.3,271.8,477.1,2022,5,雲林縣
水試臺西試驗場,24.4,32.3,16.3,276.3,486,2022,5,雲林縣
臺大雲林校區,23.9,32.4,15,278.8,486.3,2022,5,雲林縣
麥寮合作社,24.2,31.7,16,283.3,508.3,2022,5,雲林縣
農試嘉義分所,24.2,34.7,15.4,260.8,461.9,2022,5,嘉義市
南改義竹分場,24.7,33.2,15.8,272.3,498.7,2022,5,嘉義縣
南改鹿草分場,24.3,33.4,15.7,274,490.9,2022,5,嘉義縣
農試溪口農場,24.7,32.4,15.8,271,481.3,2022,5,嘉義縣
七股研究中心,24.9,31.4,16.8,276.5,507.4,2022,5,臺南市
畜試所,25.1,34.5,16.3,260.4,466.5,2022,5,臺南市
臺南蘭花園區,24.6,34.4,15.6,263.8,468.2,2022,5,臺南市
臺南農改,25,33.6,16.2,261.2,460,2022,5,臺南市
林試六龜中心,24.3,33.5,18.5,248.8,461.1,2022,5,高雄市
林試扇平站,22,31.3,17.2,212,371.7,2022,5,高雄市
農試鳳山分所,26,33.7,17.6,277.9,471.9,2022,5,高雄市
高改旗南分場,25.6,34.1,17.2,256.2,452.9,2022,5,高雄市
恆春工作站,26.7,31.5,20.6,291.2,511.9,2022,5,屏東縣
東港工作站,26.5,32.5,19.4,285.3,514.6,2022,5,屏東縣
畜試南區分所,26.1,32.4,19.1,290.4,516.4,2022,5,屏東縣
高雄農改,26.2,35.4,18.7,290.5,598.4,2022,5,屏東縣
畜試東區分所,22.6,31.6,15.3,214.5,319.1,2022,5,宜蘭縣
花改蘭陽分場,22.9,32.7,15.8,212.5,307.7,2022,5,宜蘭縣
花蓮農改,23.4,32.1,17.1,205.3,295.4,2022,5,花蓮縣
東改班鳩分場,23.8,35.9,16.6,216.6,343.8,2022,5,臺東縣
東改賓朗果園,23,35.8,16.1,215.5,339.9,2022,5,臺東縣
林試太麻里1,24.1,37.7,17.4,233.7,371.9,2022,5,臺東縣
林試太麻里2,24.9,38.3,18,249.9,406.6,2022,5,臺東縣
茶改東部分場,23.8,35.7,16.3,229.5,370.5,2022,5,臺東縣
桃改樹林分場,27,36.2,19.6,252.6,478.9,2022,6,新北市
茶改北部分場,25.5,33.95,18.7,254.1,488.6,2022,6,新北市
桃園農改,27,32.6,19.3,282.2,565.3,2022,6,桃園市
茶改場,26.5,33.8,18.8,267.3,568.1,2022,6,桃園市
農工中心,27.1,33.8,20.3,270.2,516.6,2022,6,桃園市
桃改五峰分場,22.3,31.85,17.7,255.95,444.6,2022,6,新竹縣
桃改新埔分場,26.5,33.5,20.9,270.7,532.8,2022,6,新竹縣
畜試北區分所,26.8,33.6,21.8,283.6,541.1,2022,6,苗栗縣
苗改生物防治研究中心,25.6,34.6,19.8,274.7,557.6,2022,6,苗栗縣
苗栗農改,27.5,35.1,21.7,279.7,536.3,2022,6,苗栗縣
種苗繁殖,25.2,33,19.8,270.3,531.4,2022,6,台中市
農業試驗所,27.7,35.7,22.6,289.7,599.6,2022,6,台中市
臺中農改,28.2,34.6,22.6,282.5,574.8,2022,6,彰化縣
中改埔里分場,23.2,31.5,17.6,267.4,479.8,2022,6,南投縣
林試畢祿溪站,14.7,26.5,8.4,236.8,493.9,2022,6,南投縣
臺大內茅埔,24.2,34.2,19.3,256.7,519,2022,6,南投縣
臺大和社,22.2,31.5,16.3,252.9,532.6,2022,6,南投縣
臺大溪頭,20.5,28.3,15.7,226.4,393.6,2022,6,南投縣
臺大竹山,27.2,36.4,21.3,267.9,557.3,2022,6,南投縣
茶改中部分場,22.2,29.7,17.5,262.9,454.9,2022,6,南投縣
茶改南部分場,25,33.8,20,275.5,537.6,2022,6,南投縣
萬大發電廠,21.1,29.9,15.2,247.1,518.8,2022,6,南投縣
蓮華池,23,31.2,17.4,253.2,432.9,2022,6,南投縣
南改斗南分場,28.1,36.9,22.7,292.6,596.8,2022,6,雲林縣
口湖工作站,28.2,32.3,23.5,301.9,664,2022,6,雲林縣
四湖植物園,28.2,34.1,23.1,297.7,627.1,2022,6,雲林縣
水試臺西試驗場,28.4,33.9,22.9,297.4,639.1,2022,6,雲林縣
臺大雲林校區,27.5,34.4,22.3,293.5,599.6,2022,6,雲林縣
麥寮合作社,28.2,33.1,23.2,300.4,640.9,2022,6,雲林縣
農試嘉義分所,27.6,37.1,22.1,283.6,572.5,2022,6,嘉義市
南改義竹分場,28.4,34.6,23,302.8,630,2022,6,嘉義縣
南改鹿草分場,28.3,35.2,23.1,298.5,626.9,2022,6,嘉義縣
農試溪口農場,28.2,35.9,22.5,295.1,613.8,2022,6,嘉義縣
七股研究中心,28.9,33,22.7,311.1,663.9,2022,6,臺南市
畜試所,28.1,35.6,22,303.2,592,2022,6,臺南市
臺南蘭花園區,27.9,35.6,22.5,301.3,599.8,2022,6,臺南市
臺南農改,28.1,35,21.9,304,600.7,2022,6,臺南市
林試六龜中心,26.4,35.4,20.7,293.5,641.1,2022,6,高雄市
林試扇平站,23.7,31.8,19.2,261.7,533.8,2022,6,高雄市
農試鳳山分所,28.7,35.3,23.6,302.3,641.2,2022,6,高雄市
高改旗南分場,28.1,36,22.6,299.4,602.4,2022,6,高雄市
恆春工作站,28.8,33.4,24.3,311.7,665.9,2022,6,屏東縣
東港工作站,29,34.5,24.3,308.5,661,2022,6,屏東縣
畜試南區分所,28.1,33.9,23.4,298,605.8,2022,6,屏東縣
高雄農改,28.8,36.3,22.5,305.2,794.4,2022,6,屏東縣
畜試東區分所,26.6,33.6,20.8,277.7,570.1,2022,6,宜蘭縣
花改蘭陽分場,26.9,35.4,20.8,270.4,546.4,2022,6,宜蘭縣
花蓮農改,27.2,34.7,22.1,273.3,534.4,2022,6,花蓮縣
東改班鳩分場,*27.4,*36.9,20.7,*263.0,*500.2,2022,6,臺東縣
東改賓朗果園,26.2,36,19.7,284.3,541.8,2022,6,臺東縣
林試太麻里1,27.8,37.8,22.5,293.7,628.4,2022,6,臺東縣
林試太麻里2,28.5,39.2,23.8,304.1,665.4,2022,6,臺東縣
茶改東部分場,27.5,38.5,21.4,294.6,639.2,2022,6,臺東縣
桃改樹林分場,29.4,39.1,23.3,318.4,653.8,2022,7,新北市
茶改北部分場,27.1,36.2,22.5,306.4,642.7,2022,7,新北市
桃園農改,29.4,34.5,24,331.6,771.3,2022,7,桃園市
茶改場,28.9,37,23,331.8,760.3,2022,7,桃園市
農工中心,29.6,37.2,23.8,327.5,719.2,2022,7,桃園市
桃改五峰分場,23.4,32.2,19.1,302.2,575.1,2022,7,新竹縣
桃改新埔分場,28.8,35.6,22.5,329.7,724,2022,7,新竹縣
畜試北區分所,28.6,35.6,22.4,337.2,731.5,2022,7,苗栗縣
苗改生物防治研究中心,27.3,36.5,20.5,324.4,702.5,2022,7,苗栗縣
苗栗農改,29.1,36.2,22.9,329.8,690.4,2022,7,苗栗縣
種苗繁殖,26.5,33.6,21.4,315.2,678.3,2022,7,台中市
農業試驗所,29.4,36.2,23.7,328.8,731.2,2022,7,台中市
臺中農改,29.9,35.8,24.2,326.6,681.5,2022,7,彰化縣
中改埔里分場,24.8,33.4,19,302.5,584.3,2022,7,南投縣
林試畢祿溪站,16.1,28.6,6.7,272.5,663.6,2022,7,南投縣
臺大內茅埔,25.7,35.2,19.6,278.1,640.2,2022,7,南投縣
臺大和社,23.8,33.1,16.9,279.5,672.6,2022,7,南投縣
臺大溪頭,21.6,29.7,16.7,237.1,468.2,2022,7,南投縣
臺大竹山,28.5,37,22.8,294.4,625.6,2022,7,南投縣
茶改中部分場,23.6,31.5,18.5,291.9,542.8,2022,7,南投縣
茶改南部分場,26.3,34.2,20.7,299.8,614,2022,7,南投縣
萬大發電廠,22.9,31.8,16.8,277.4,685.5,2022,7,南投縣
蓮華池,24.9,32.7,19.1,274.3,523.9,2022,7,南投縣
南改斗南分場,29.5,37.7,23.5,315.9,642,2022,7,雲林縣
口湖工作站,29.3,32.9,24.3,335.8,752,2022,7,雲林縣
四湖植物園,29.6,35,24,329.1,746.4,2022,7,雲林縣
水試臺西試驗場,29.7,34.5,24.1,327.3,737.3,2022,7,雲林縣
臺大雲林校區,29,36.4,23.5,324.5,658.1,2022,7,雲林縣
麥寮合作社,29.6,34.5,25.1,333.5,715.2,2022,7,雲林縣
農試嘉義分所,28.5,37.6,23.1,309.6,593.3,2022,7,嘉義市
南改義竹分場,29.5,35.4,24.2,327.2,673.3,2022,7,嘉義縣
南改鹿草分場,29.5,36.1,24.3,326.3,658.7,2022,7,嘉義縣
農試溪口農場,29.6,36.4,24.9,319.9,655.9,2022,7,嘉義縣
七股研究中心,29.6,33,24.8,328.9,735.5,2022,7,臺南市
畜試所,28.8,35.8,24,320.5,620.1,2022,7,臺南市
臺南蘭花園區,28.9,35.5,23.4,313,621,2022,7,臺南市
臺南農改,28.7,35.4,23.9,322,628.1,2022,7,臺南市
林試六龜中心,27.2,36.2,21.3,308.5,720.2,2022,7,高雄市
林試扇平站,24.6,33.6,19.8,272.3,574.4,2022,7,高雄市
農試鳳山分所,29.2,35,23.8,320,646.5,2022,7,高雄市
高改旗南分場,28.8,35.5,23.1,317.3,642.5,2022,7,高雄市
恆春工作站,28.9,34.1,24.1,328.8,719.7,2022,7,屏東縣
東港工作站,29.3,35.6,24.4,325.2,684.5,2022,7,屏東縣
畜試南區分所,28.7,35.2,24,321.5,683.8,2022,7,屏東縣
高雄農改,29.3,36.6,23.9,326.5,829.9,2022,7,屏東縣
畜試東區分所,28.9,35.4,24.1,338.2,772.9,2022,7,宜蘭縣
花改蘭陽分場,29.7,41.3,24.3,328.4,734.4,2022,7,宜蘭縣
花蓮農改,29.4,35.2,22.6,299.5,690.1,2022,7,花蓮縣
東改班鳩分場,27.8,36.6,21.8,308.2,658.5,2022,7,臺東縣
東改賓朗果園,26.6,35.4,20.2,308.6,651.6,2022,7,臺東縣
林試太麻里1,28.3,35.1,22.9,315.7,730.4,2022,7,臺東縣
林試太麻里2,28.8,35.1,24,326.2,760.4,2022,7,臺東縣
茶改東部分場,27.9,36.9,19.8,314.8,730.6,2022,7,臺東縣
桃改樹林分場,28.8,37.9,22.9,293.4,552.9,2022,8,新北市
茶改北部分場,26.9,36.8,21.8,304.5,617.1,2022,8,新北市
桃園農改,29.2,34.6,23.4,318.3,697.4,2022,8,桃園市
茶改場,28.3,35.9,23.1,307.9,619.9,2022,8,桃園市
農工中心,29.2,36.3,23.2,302.4,604.3,2022,8,桃園市
桃改五峰分場,22.5,30.4,18.1,249.5,407.5,2022,8,新竹縣
桃改新埔分場,28.2,36.3,22.6,299.6,592.7,2022,8,新竹縣
畜試北區分所,27.8,35.7,22.7,311.9,649.3,2022,8,苗栗縣
苗改生物防治研究中心,26.6,36,20.6,299.3,610.5,2022,8,苗栗縣
苗栗農改,28.1,36.3,22.9,295.9,569,2022,8,苗栗縣
種苗繁殖,25.9,33.3,20.3,308.4,629.2,2022,8,台中市
農業試驗所,28.7,36.8,22.9,312.5,697.7,2022,8,台中市
臺中農改,29.2,36.5,23.9,307.9,665.6,2022,8,彰化縣
中改埔里分場,24.6,32.3,18.1,290.4,557.2,2022,8,南投縣
林試畢祿溪站,15.9,27.7,8,250.8,629,2022,8,南投縣
臺大內茅埔,25.7,33.9,19.5,288.5,632.6,2022,8,南投縣
臺大和社,23.7,32,17.5,263.5,612.5,2022,8,南投縣
臺大溪頭,21.2,29.1,16.6,211.8,364.5,2022,8,南投縣
臺大竹山,27.7,36.2,21.1,267.5,589.7,2022,8,南投縣
茶改中部分場,23.3,30.7,18,288.2,480.8,2022,8,南投縣
茶改南部分場,25.8,34,20.4,288,611.9,2022,8,南投縣
萬大發電廠,23.2,32,16.5,276.8,665.4,2022,8,南投縣
蓮華池,24.6,32.4,18.5,272.1,498.6,2022,8,南投縣
南改斗南分場,28.6,36.7,22.5,298.4,643.3,2022,8,雲林縣
口湖工作站,28.8,33.4,23.9,311.8,701.5,2022,8,雲林縣
四湖植物園,28.9,35.4,23.9,308,694.8,2022,8,雲林縣
水試臺西試驗場,29,34.8,23.3,298,678.3,2022,8,雲林縣
臺大雲林校區,28.1,35.4,21.4,301.4,643.4,2022,8,雲林縣
麥寮合作社,29,34.6,24.5,311.5,659,2022,8,雲林縣
農試嘉義分所,27.6,36.9,21.1,287.9,592.6,2022,8,嘉義市
南改義竹分場,29,35.6,23.8,294.2,628.4,2022,8,嘉義縣
南改鹿草分場,28.35,34.45,24.1,278.7,529.1,2022,8,嘉義縣
農試溪口農場,29,36.4,23.6,302.7,652.8,2022,8,嘉義縣
七股研究中心,29.1,33.1,23.1,308.1,696.7,2022,8,臺南市
畜試所,27.8,36.2,23.1,284.1,580.2,2022,8,臺南市
臺南蘭花園區,28,35.9,21.3,293.8,626.3,2022,8,臺南市
臺南農改,28,36.2,23.1,287,587.5,2022,8,臺南市
林試六龜中心,26.3,35.2,21.6,285.2,650.9,2022,8,高雄市
林試扇平站,24,32.5,19.9,247.4,520.1,2022,8,高雄市
農試鳳山分所,28.6,35,22.2,291.3,600.5,2022,8,高雄市
高改旗南分場,27.9,36,21.1,288.6,608.6,2022,8,高雄市
恆春工作站,28.5,32.7,24.6,314.4,695.4,2022,8,屏東縣
東港工作站,29.1,35.4,24.2,295.6,651.3,2022,8,屏東縣
畜試南區分所,28.4,34.4,23.2,310.9,689.9,2022,8,屏東縣
高雄農改,28.3,37.3,23.4,294.1,766.3,2022,8,屏東縣
畜試東區分所,29.1,34.6,23.4,329.6,773.3,2022,8,宜蘭縣
花改蘭陽分場,29.6,36.3,24,321.5,726.4,2022,8,宜蘭縣
花蓮農改,28.5,35.7,22.7,292.9,691.7,2022,8,花蓮縣
東改班鳩分場,27.3,34.4,22.1,293.8,625.7,2022,8,臺東縣
東改賓朗果園,26.2,33.5,21,296.1,627.5,2022,8,臺東縣
林試太麻里1,27.8,34.3,22.9,297.9,665.1,2022,8,臺東縣
林試太麻里2,28.3,34.8,23.6,307.6,693.9,2022,8,臺東縣
茶改東部分場,27.7,36,21.5,305.6,698.5,2022,8,臺東縣
桃改樹林分場,26.3,34.7,17.6,250,478,2022,9,新北市
茶改北部分場,23.6,31.4,17.6,198.3,412,2022,9,新北市
桃園農改,26.8,35,20.1,263.5,521.6,2022,9,桃園市
茶改場,25.6,33.2,19.2,242.4,492.7,2022,9,桃園市
農工中心,26.3,33.1,21.4,238.8,473.3,2022,9,桃園市
桃改五峰分場,20.8,28.9,12.8,221,411.7,2022,9,新竹縣
桃改新埔分場,26,34.3,18.3,261.5,501.4,2022,9,新竹縣
畜試北區分所,25.5,33.1,16.9,277.5,550.5,2022,9,苗栗縣
苗改生物防治研究中心,26.15,34.1,16,276.9,529.2,2022,9,苗栗縣
苗栗農改,25.8,34,16.4,264.5,526.6,2022,9,苗栗縣
種苗繁殖,24.5,31.1,18.1,285.5,567.2,2022,9,台中市
農業試驗所,27.6,34.2,21.7,284.7,618.2,2022,9,台中市
臺中農改,27.8,33.9,22,286.3,594.7,2022,9,彰化縣
中改埔里分場,23.6,31.3,16.8,255.1,448.1,2022,9,南投縣
林試畢祿溪站,14.4,27.2,4.5,232.5,539.9,2022,9,南投縣
臺大內茅埔,24.3,32.1,18.5,239.2,474.2,2022,9,南投縣
臺大和社,22.4,30.7,15.7,229.9,469.4,2022,9,南投縣
臺大溪頭,20.75,27.35,14.7,187.3,278.7,2022,9,南投縣
臺大竹山,27,34.2,21.9,258.1,509.3,2022,9,南投縣
茶改中部分場,22.3,29.3,17.9,249.3,431.8,2022,9,南投縣
茶改南部分場,24.8,32.2,19.3,248,483.5,2022,9,南投縣
萬大發電廠,21.7,31.2,13.9,237.1,506,2022,9,南投縣
蓮華池,23.3,30.3,17,242.4,416.3,2022,9,南投縣
南改斗南分場,27.6,35.7,21.4,276.9,568,2022,9,雲林縣
口湖工作站,27.7,33.1,21.9,295.4,613.3,2022,9,雲林縣
四湖植物園,27.9,33.2,21.9,288,619.1,2022,9,雲林縣
水試臺西試驗場,27.9,33.3,22.7,288.4,611.2,2022,9,雲林縣
臺大雲林校區,26.9,34.7,19.6,283.7,579.1,2022,9,雲林縣
麥寮合作社,27.5,33.2,21.5,289.3,602.7,2022,9,雲林縣
農試嘉義分所,26.9,35.2,21.1,261,484.6,2022,9,嘉義市
南改義竹分場,27.8,35.1,21.7,273.1,524.1,2022,9,嘉義縣
南改鹿草分場,27.4,34.5,21.5,281.6,546.9,2022,9,嘉義縣
農試溪口農場,27.8,35,22.2,283.6,563.5,2022,9,嘉義縣
七股研究中心,*28.2,*32.8,24.3,*257.7,*547.5,2022,9,臺南市
畜試所,27.3,34.4,22.6,272.5,503.1,2022,9,臺南市
臺南蘭花園區,27.2,34.5,21.7,270.4,526.3,2022,9,臺南市
臺南農改,27.3,34.5,22.3,269.3,490.6,2022,9,臺南市
林試六龜中心,25.7,34,20.7,270.6,541.9,2022,9,高雄市
林試扇平站,23.2,31.1,18.7,229.5,407.3,2022,9,高雄市
農試鳳山分所,28,34,23.2,278.9,517.2,2022,9,高雄市
高改旗南分場,27.4,34.5,22,262.2,514.4,2022,9,高雄市
恆春工作站,28.2,32.4,22.9,282.6,603.1,2022,9,屏東縣
東港工作站,28.4,34.3,24.7,270.9,546.7,2022,9,屏東縣
畜試南區分所,28,34.3,23.9,281.2,588.2,2022,9,屏東縣
高雄農改,27.8,36.3,23.1,284.3,667.4,2022,9,屏東縣
畜試東區分所,26.4,32.8,20.8,234.1,495,2022,9,宜蘭縣
花改蘭陽分場,27.6,34,20.7,268.45,569.25,2022,9,宜蘭縣
花蓮農改,26.7,34.7,19,246.4,457.5,2022,9,花蓮縣
東改班鳩分場,26.3,34.6,19.2,259.8,505.7,2022,9,臺東縣
東改賓朗果園,25.3,34,18.2,263,521.1,2022,9,臺東縣
林試太麻里1,26.9,35.5,20,258.5,538.2,2022,9,臺東縣
林試太麻里2,27.5,35.9,21.2,264.7,566.6,2022,9,臺東縣
茶改東部分場,*26.7,*35.9,18.6,*218.8,*452.7,2022,9,臺東縣
桃改樹林分場,23.5,35.3,17.8,204.2,324,2022,10,新北市
茶改北部分場,20.8,32.5,15.4,134.2,247.1,2022,10,新北市
桃園農改,23.8,32.5,17.7,237.6,436.4,2022,10,桃園市
茶改場,22.5,33.1,16.5,224.3,429.5,2022,10,桃園市
農工中心,23.1,32.9,17.1,201.4,357,2022,10,桃園市
桃改五峰分場,18.6,28.1,11.6,208.6,372.8,2022,10,新竹縣
桃改新埔分場,23.6,34.1,17.3,264.2,485.9,2022,10,新竹縣
畜試北區分所,23.9,34.9,15.1,257.2,473.9,2022,10,苗栗縣
苗改生物防治研究中心,23.4,33.95,15.1,262.85,469.7,2022,10,苗栗縣
苗栗農改,23.3,33.7,15.7,255.3,441.5,2022,10,苗栗縣
