項次,性別,年齡,職業,薪水,婚姻,居住地,交通方式,飲料偏好,價格,外送習慣,,,,,,,,,,,,
746,女,47,業務,53500,已婚,信義區,騎車,天仁茗茶,55,是,,,,,,,,,,,,
763,女,47,醫生,40500,未婚,南港區,公車,珍煮丹,60,是,,,,,,,,,,,,
779,男,47,職員,37000,未婚,松山區,捷運,龜記,70,否,,,,,,,,,,,,
820,女,47,傳統市場,58000,已婚,松山區,公車,五桐號,35,否,,,,,,,,,,,,
826,女,47,公務員,64000,已婚,士林區,捷運,可不可,50,是,,,,,,,,,,,,
896,男,47,金融業,36500,已婚,萬華區,公車,萬波,45,否,,,,,,,,,,,,
916,男,47,工程師,59000,已婚,南港區,捷運,春水堂,65,是,,,,,,,,,,,,
946,女,47,職員,52000,未婚,文山區,捷運,春水堂,60,否,,,,,,,,,,,,
966,男,47,工程師,57500,未婚,文山區,捷運,春水堂,60,否,,,,,,,,,,,,
995,男,47,職員,41500,未婚,內湖區,捷運,其他,70,是,,,,,,,,,,,,
37,男,48,公務員,40500,已婚,士林區,捷運,CoCo都可,65,是,,,,,,,,,,,,
62,男,48,職員,74000,已婚,北投區,捷運,CoCo都可,45,是,,,,,,,,,,,,
67,女,48,職員,78000,已婚,萬華區,捷運,約翰紅茶,35,是,,,,,,,,,,,,
152,女,48,傳統市場,75000,已婚,中正區,開車,可不可,50,是,,,,,,,,,,,,
189,男,48,傳統市場,35500,已婚,大安區,捷運,可不可,55,否,,,,,,,,,,,,
225,男,48,職員,85500,未婚,文山區,公車,五桐號,60,是,,,,,,,,,,,,
251,男,48,職員,60500,未婚,內湖區,公車,50嵐,40,否,,,,,,,,,,,,
285,女,48,工人,52000,已婚,南港區,捷運,萬波,65,是,,,,,,,,,,,,
343,女,48,職員,63500,已婚,士林區,騎車,50嵐,60,是,,,,,,,,,,,,
364,男,48,金融業,32500,未婚,文山區,捷運,清新福全,50,否,,,,,,,,,,,,
438,女,48,職員,59000,已婚,松山區,公車,萬波,35,否,,,,,,,,,,,,
461,女,48,自由業,51000,未婚,信義區,騎車,約翰紅茶,50,否,,,,,,,,,,,,
527,女,48,業務,66500,已婚,大同區,公車,五桐號,35,否,,,,,,,,,,,,
548,女,48,業務,44000,已婚,內湖區,公車,約翰紅茶,55,是,,,,,,,,,,,,
584,男,48,金融業,76500,未婚,內湖區,騎車,天仁茗茶,60,是,,,,,,,,,,,,
598,男,48,自由業,72500,已婚,士林區,捷運,可不可,50,是,,,,,,,,,,,,
623,女,48,服務業,77000,已婚,士林區,騎車,天仁茗茶,60,否,,,,,,,,,,,,
650,男,48,公務員,52000,已婚,北投區,騎車,約翰紅茶,70,否,,,,,,,,,,,,
671,男,48,自由業,55000,未婚,松山區,公車,五桐號,35,否,,,,,,,,,,,,
701,男,48,職員,71500,已婚,中山區,騎車,珍煮丹,35,是,,,,,,,,,,,,
806,女,48,職員,100000,已婚,萬華區,捷運,天仁茗茶,40,否,,,,,,,,,,,,
845,男,48,職員,55500,已婚,大安區,捷運,五桐號,45,否,,,,,,,,,,,,
923,女,48,工程師,50500,未婚,中山區,公車,五桐號,55,否,,,,,,,,,,,,
927,女,48,自由業,39000,已婚,大安區,捷運,CoCo都可,35,是,,,,,,,,,,,,
988,男,48,服務業,59500,未婚,萬華區,公車,春水堂,60,否,,,,,,,,,,,,
5,男,49,職員,62500,已婚,南港區,公車,其他,65,是,,,,,,,,,,,,
13,男,49,業務,66500,已婚,萬華區,騎車,五桐號,65,是,,,,,,,,,,,,
52,男,49,職員,41500,已婚,北投區,捷運,清新福全,65,否,,,,,,,,,,,,
72,男,49,職員,44500,未婚,中正區,公車,春水堂,45,否,,,,,,,,,,,,
91,女,49,工程師,76000,已婚,北投區,捷運,CoCo都可,70,否,,,,,,,,,,,,
115,女,49,工程師,135500,已婚,文山區,捷運,天仁茗茶,55,否,,,,,,,,,,,,
148,女,49,公務員,52000,已婚,士林區,捷運,萬波,60,是,,,,,,,,,,,,
155,男,49,工人,29000,未婚,松山區,騎車,清新福全,70,否,,,,,,,,,,,,
162,女,49,工程師,42000,未婚,萬華區,捷運,五桐號,60,是,,,,,,,,,,,,
223,女,49,業務,37000,未婚,松山區,公車,50嵐,55,是,,,,,,,,,,,,
233,女,49,職員,62000,已婚,萬華區,捷運,約翰紅茶,65,是,,,,,,,,,,,,
237,女,49,公務員,69000,未婚,大安區,騎車,萬波,65,是,,,,,,,,,,,,
273,男,49,服務業,46500,已婚,信義區,捷運,五桐號,35,是,,,,,,,,,,,,
302,男,49,工人,63500,已婚,內湖區,騎車,50嵐,45,是,,,,,,,,,,,,
311,男,49,工程師,67500,已婚,文山區,騎車,春水堂,35,否,,,,,,,,,,,,
319,女,49,公務員,49000,已婚,大安區,捷運,其他,35,是,,,,,,,,,,,,
328,女,49,金融業,73000,已婚,中正區,捷運,萬波,65,是,,,,,,,,,,,,
332,男,49,金融業,79500,已婚,大同區,公車,五桐號,60,否,,,,,,,,,,,,
339,男,49,業務,57000,未婚,信義區,捷運,萬波,70,否,,,,,,,,,,,,
363,男,49,工人,52000,已婚,大安區,公車,清新福全,50,否,,,,,,,,,,,,
369,女,49,職員,76000,未婚,大同區,捷運,萬波,65,是,,,,,,,,,,,,
419,男,49,金融業,54500,已婚,松山區,騎車,清新福全,55,否,,,,,,,,,,,,
512,男,49,職員,46500,已婚,信義區,捷運,天仁茗茶,45,是,,,,,,,,,,,,
637,女,49,職員,73000,未婚,萬華區,公車,50嵐,35,否,,,,,,,,,,,,
668,男,49,職員,36500,已婚,萬華區,公車,天仁茗茶,55,是,,,,,,,,,,,,
725,男,49,律師,114000,未婚,南港區,騎車,50嵐,70,否,,,,,,,,,,,,
781,女,49,業務,71500,未婚,文山區,騎車,可不可,60,是,,,,,,,,,,,,
830,女,49,工人,50500,未婚,中山區,公車,CoCo都可,35,是,,,,,,,,,,,,
832,女,49,金融業,61000,已婚,大同區,捷運,天仁茗茶,50,是,,,,,,,,,,,,
849,男,49,工程師,69500,已婚,萬華區,騎車,春水堂,35,否,,,,,,,,,,,,
867,男,49,職員,67500,未婚,南港區,捷運,萬波,40,是,,,,,,,,,,,,
895,女,49,金融業,69000,已婚,文山區,捷運,五桐號,60,否,,,,,,,,,,,,
994,女,49,業務,72000,未婚,大安區,公車,清新福全,60,是,,,,,,,,,,,,
9,男,50,金融業,58500,未婚,中正區,捷運,可不可,45,否,,,,,,,,,,,,
76,女,50,自由業,45000,已婚,大同區,公車,龜記,40,是,,,,,,,,,,,,
87,男,50,傳統市場,55000,未婚,南港區,騎車,五桐號,35,否,,,,,,,,,,,,
90,男,50,工人,43500,已婚,南港區,公車,龜記,40,否,,,,,,,,,,,,
144,女,50,自由業,77000,已婚,中山區,騎車,珍煮丹,35,是,,,,,,,,,,,,
178,女,50,自由業,40500,未婚,南港區,捷運,清新福全,60,否,,,,,,,,,,,,
226,女,50,教師,73500,未婚,信義區,公車,天仁茗茶,70,是,,,,,,,,,,,,
235,男,50,金融業,60500,已婚,大同區,騎車,萬波,50,否,,,,,,,,,,,,
322,男,50,職員,41500,未婚,大同區,捷運,CoCo都可,50,否,,,,,,,,,,,,
335,女,50,公務員,56000,已婚,士林區,捷運,50嵐,40,是,,,,,,,,,,,,
408,男,50,職員,60000,未婚,信義區,公車,清新福全,70,否,,,,,,,,,,,,
525,男,50,金融業,48500,已婚,南港區,騎車,龜記,65,是,,,,,,,,,,,,
591,女,50,職員,75500,已婚,北投區,公車,天仁茗茶,35,否,,,,,,,,,,,,
648,女,50,傳統市場,68500,已婚,萬華區,公車,龜記,50,否,,,,,,,,,,,,
655,男,50,職員,79000,已婚,萬華區,公車,天仁茗茶,35,是,,,,,,,,,,,,
703,男,50,公務員,57500,已婚,大安區,捷運,五桐號,55,否,,,,,,,,,,,,
881,男,50,職員,75000,已婚,信義區,公車,春水堂,50,否,,,,,,,,,,,,
891,男,50,自由業,51500,未婚,大同區,捷運,50嵐,70,否,,,,,,,,,,,,
899,女,50,職員,52000,已婚,萬華區,開車,清新福全,70,是,,,,,,,,,,,,
955,男,50,傳統市場,77000,已婚,松山區,開車,CoCo都可,45,否,,,,,,,,,,,,
964,男,50,職員,42500,未婚,中正區,騎車,萬波,50,是,,,,,,,,,,,,
976,女,50,工程師,60500,已婚,中山區,騎車,其他,35,是,,,,,,,,,,,,
